编号,精灵名称,来源,习得等级,技能属性,技能名,能耗,类别,威力
NO244,翡翠水母,精灵技能,LV34,毒,疫病吐息,3,状态,0
NO244,翡翠水母,精灵技能,LV37,普通,湮灭,5,魔攻,155
NO244,翡翠水母,精灵技能,LV41,毒,毒液渗透,5,魔攻,120
NO244,翡翠水母,精灵技能,LV45,毒,鸩毒,3,魔攻,75
NO244,翡翠水母,精灵技能,LV46,水,天洪,7,魔攻,150
NO244,翡翠水母,血脉技能,,普通,防反,2,防御,0
NO244,翡翠水母,血脉技能,,恶,等价交换,3,防御,0
NO244,翡翠水母,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO244,翡翠水母,血脉技能,,电,触电,2,魔攻,80
NO244,翡翠水母,血脉技能,,武,反击拳,2,物攻,25
NO244,翡翠水母,血脉技能,,火,火焰护盾,2,防御,0
NO244,翡翠水母,血脉技能,,幽,虚化,2,防御,0
NO244,翡翠水母,血脉技能,,草,蜡质膜,2,防御,0
NO244,翡翠水母,血脉技能,,冰,雪替身,2,防御,0
NO244,翡翠水母,血脉技能,,虫,掩护,2,防御,0
NO244,翡翠水母,血脉技能,,光,虹光冲击,3,魔攻,100
NO244,翡翠水母,血脉技能,,机械,离子震荡,3,魔攻,90
NO244,翡翠水母,血脉技能,,萌,魅惑,1,魔攻,60
NO244,翡翠水母,血脉技能,,幻,冥想,3,防御,0
NO244,翡翠水母,血脉技能,,地,淤泥表皮,2,防御,0
NO244,翡翠水母,血脉技能,,毒,毒沼,2,物攻,80
NO244,翡翠水母,血脉技能,,水,水弹枪,2,魔攻,80
NO244,翡翠水母,血脉技能,,翼,风墙,2,防御,0
NO244,翡翠水母,可学技能石,,普通,乱打,4,魔攻,25
NO244,翡翠水母,可学技能石,,普通,吓退,2,防御,0
NO244,翡翠水母,可学技能石,,普通,复写,0,状态,0
NO244,翡翠水母,可学技能石,,萌,捧杀,4,防御,0
NO244,翡翠水母,可学技能石,,水,水炮,5,魔攻,110
NO244,翡翠水母,可学技能石,,水,水环,2,防御,0
NO244,翡翠水母,可学技能石,,水,润泽,7,状态,0
NO244,翡翠水母,可学技能石,,水,潮汐,4,防御,0
NO244,翡翠水母,可学技能石,,普通,耀眼,1,状态,0
NO244,翡翠水母,可学技能石,,水,蓄水,1,状态,0
NO244,翡翠水母,可学技能石,,普通,血气,2,防御,0
NO244,翡翠水母,可学技能石,,普通,防御,1,防御,0
NO244,翡翠水母,可学技能石,,萌,飞吻,2,魔攻,80
NO245,琉璃水母,精灵技能,LV1,水,甩水,0,魔攻,30
NO245,琉璃水母,精灵技能,LV1,水,洗礼,1,状态,0
NO245,琉璃水母,精灵技能,LV5,毒,不可接触,1,防御,0
NO245,琉璃水母,精灵技能,LV11,毒,腐蚀酸液,2,魔攻,35
NO245,琉璃水母,精灵技能,LV16,毒,以毒攻毒,1,状态,0
NO245,琉璃水母,精灵技能,LV24,毒,瘴气喷射,3,魔攻,100
NO245,琉璃水母,精灵技能,LV26,水,泡沫幻影,2,防御,0
NO245,琉璃水母,精灵技能,LV33,水,激流,4,魔攻,120
NO245,琉璃水母,精灵技能,LV34,毒,疫病吐息,3,状态,0
NO245,琉璃水母,精灵技能,LV37,普通,湮灭,5,魔攻,155
NO245,琉璃水母,精灵技能,LV41,毒,毒液渗透,5,魔攻,120
NO245,琉璃水母,精灵技能,LV45,毒,鸩毒,3,魔攻,75
NO245,琉璃水母,精灵技能,LV46,水,天洪,7,魔攻,150
NO245,琉璃水母,血脉技能,,普通,防反,2,防御,0
NO245,琉璃水母,血脉技能,,恶,等价交换,3,防御,0
NO245,琉璃水母,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO245,琉璃水母,血脉技能,,电,触电,2,魔攻,80
NO245,琉璃水母,血脉技能,,武,反击拳,2,物攻,25
NO245,琉璃水母,血脉技能,,火,火焰护盾,2,防御,0
NO245,琉璃水母,血脉技能,,幽,虚化,2,防御,0
NO245,琉璃水母,血脉技能,,草,蜡质膜,2,防御,0
NO245,琉璃水母,血脉技能,,冰,雪替身,2,防御,0
NO245,琉璃水母,血脉技能,,虫,掩护,2,防御,0
NO245,琉璃水母,血脉技能,,光,虹光冲击,3,魔攻,100
NO245,琉璃水母,血脉技能,,机械,离子震荡,3,魔攻,90
NO245,琉璃水母,血脉技能,,萌,魅惑,1,魔攻,60
NO245,琉璃水母,血脉技能,,幻,冥想,3,防御,0
NO245,琉璃水母,血脉技能,,地,淤泥表皮,2,防御,0
NO245,琉璃水母,血脉技能,,毒,毒沼,2,物攻,80
NO245,琉璃水母,血脉技能,,水,水弹枪,2,魔攻,80
NO245,琉璃水母,血脉技能,,翼,风墙,2,防御,0
NO245,琉璃水母,可学技能石,,普通,乱打,4,魔攻,25
NO245,琉璃水母,可学技能石,,普通,吓退,2,防御,0
NO245,琉璃水母,可学技能石,,普通,复写,0,状态,0
NO245,琉璃水母,可学技能石,,萌,捧杀,4,防御,0
NO245,琉璃水母,可学技能石,,水,水炮,5,魔攻,110
NO245,琉璃水母,可学技能石,,水,水环,2,防御,0
NO245,琉璃水母,可学技能石,,水,润泽,7,状态,0
NO245,琉璃水母,可学技能石,,水,潮汐,4,防御,0
NO245,琉璃水母,可学技能石,,普通,耀眼,1,状态,0
NO245,琉璃水母,可学技能石,,水,蓄水,1,状态,0
NO245,琉璃水母,可学技能石,,普通,血气,2,防御,0
NO245,琉璃水母,可学技能石,,普通,防御,1,防御,0
NO245,琉璃水母,可学技能石,,萌,飞吻,2,魔攻,80
NO246,裘洛,精灵技能,LV1,毒,毒泡泡,0,魔攻,40
NO246,裘洛,精灵技能,LV1,毒,以毒攻毒,1,状态,0
NO246,裘洛,精灵技能,LV1,普通,防御,1,防御,0
NO246,裘洛,精灵技能,LV5,普通,旋转突击,3,物攻,35
NO246,裘洛,精灵技能,LV8,毒,毒孢子,3,状态,0
NO246,裘洛,精灵技能,LV11,毒,连续毒针,2,物攻,15
NO246,裘洛,精灵技能,LV21,毒,腐化,1,状态,0
NO246,裘洛,精灵技能,LV29,毒,瘴气喷射,3,魔攻,100
NO246,裘洛,精灵技能,LV30,毒,疫病吐息,3,状态,0
NO246,裘洛,精灵技能,LV35,普通,能量炮,3,魔攻,50
NO246,裘洛,精灵技能,LV36,普通,热身运动,2,状态,0
NO246,裘洛,精灵技能,LV37,毒,毒液渗透,5,魔攻,120
NO246,裘洛,精灵技能,LV40,毒,剧毒,2,状态,0
NO246,裘洛,精灵技能,LV41,毒,感染病,4,魔攻,85
NO246,裘洛,精灵技能,LV46,毒,毒囊,2,物攻,25
NO246,裘洛,血脉技能,,普通,拍击,1,魔攻,65
NO246,裘洛,血脉技能,,恶,诋毁,2,物攻,80
NO246,裘洛,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO246,裘洛,血脉技能,,电,球状闪电,1,物攻,60
NO246,裘洛,血脉技能,,武,缠丝劲,1,物攻,25
NO246,裘洛,血脉技能,,火,火焰冲锋,1,物攻,60
NO246,裘洛,血脉技能,,幽,幻象,1,物攻,60
NO246,裘洛,血脉技能,,草,花香,1,魔攻,60
NO246,裘洛,血脉技能,,冰,冷风,1,魔攻,60
NO246,裘洛,血脉技能,,虫,噬心,1,物攻,60
NO246,裘洛,血脉技能,,光,虹光冲击,3,魔攻,100
NO246,裘洛,血脉技能,,机械,离子震荡,3,魔攻,90
NO246,裘洛,血脉技能,,萌,魅惑,1,魔攻,60
NO246,裘洛,血脉技能,,幻,星云漩涡,1,物攻,60
NO246,裘洛,血脉技能,,地,扬沙,1,物攻,60
NO246,裘洛,血脉技能,,毒,毒沼,2,物攻,80
NO246,裘洛,血脉技能,,水,泡沫,1,物攻,60
NO246,裘洛,血脉技能,,翼,鹰爪,1,物攻,60
NO246,裘洛,可学技能石,,普通,先发制人,2,物攻,55
NO246,裘洛,可学技能石,,普通,复写,0,状态,0
NO246,裘洛,可学技能石,,武,崩拳,2,物攻,65
NO246,裘洛,可学技能石,,普通,应激反应,2,状态,0
NO246,裘洛,可学技能石,,电,强制重启,3,魔攻,90
NO246,裘洛,可学技能石,,恶,掠夺,1,魔攻,60
NO246,裘洛,可学技能石,,普通,晒太阳,1,状态,0
NO246,裘洛,可学技能石,,恶,暗突袭,4,物攻,70
NO246,裘洛,可学技能石,,恶,欺诈契约,3,状态,0
NO246,裘洛,可学技能石,,武,气波,0,魔攻,40
NO246,裘洛,可学技能石,,电,电弧,3,物攻,80
NO246,裘洛,可学技能石,,普通,聒噪,3,状态,0
NO246,裘洛,可学技能石,,电,超导,3,魔攻,95
NO246,裘洛,可学技能石,,电,闪击折返,5,物攻,45
NO246,裘洛,可学技能石,,普通,阻断,2,魔攻,80
NO246,裘洛,可学技能石,,恶,魔爪,0,物攻,30
NO247,裘力,精灵技能,LV1,毒,毒泡泡,0,魔攻,40
NO247,裘力,精灵技能,LV1,毒,以毒攻毒,1,状态,0
NO247,裘力,精灵技能,LV1,普通,防御,1,防御,0
NO247,裘力,精灵技能,LV5,普通,旋转突击,3,物攻,35
NO247,裘力,精灵技能,LV8,毒,毒孢子,3,状态,0
NO247,裘力,精灵技能,LV11,毒,连续毒针,2,物攻,15
NO247,裘力,精灵技能,LV21,毒,腐化,1,状态,0
NO247,裘力,精灵技能,LV29,毒,瘴气喷射,3,魔攻,100
NO247,裘力,精灵技能,LV30,毒,疫病吐息,3,状态,0
NO247,裘力,精灵技能,LV35,普通,能量炮,3,魔攻,50
NO247,裘力,精灵技能,LV36,普通,热身运动,2,状态,0
NO247,裘力,精灵技能,LV37,毒,毒液渗透,5,魔攻,120
NO247,裘力,精灵技能,LV40,毒,剧毒,2,状态,0
NO247,裘力,精灵技能,LV41,毒,感染病,4,魔攻,85
NO247,裘力,精灵技能,LV46,毒,毒囊,2,物攻,25
NO247,裘力,血脉技能,,普通,拍击,1,魔攻,65
NO247,裘力,血脉技能,,恶,诋毁,2,物攻,80
NO247,裘力,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO247,裘力,血脉技能,,电,球状闪电,1,物攻,60
NO247,裘力,血脉技能,,武,缠丝劲,1,物攻,25
NO247,裘力,血脉技能,,火,火焰冲锋,1,物攻,60
NO247,裘力,血脉技能,,幽,幻象,1,物攻,60
NO247,裘力,血脉技能,,草,花香,1,魔攻,60
NO247,裘力,血脉技能,,冰,冷风,1,魔攻,60
NO247,裘力,血脉技能,,虫,噬心,1,物攻,60
NO247,裘力,血脉技能,,光,虹光冲击,3,魔攻,100
NO247,裘力,血脉技能,,机械,离子震荡,3,魔攻,90
NO247,裘力,血脉技能,,萌,魅惑,1,魔攻,60
NO247,裘力,血脉技能,,幻,星云漩涡,1,物攻,60
NO247,裘力,血脉技能,,地,扬沙,1,物攻,60
NO247,裘力,血脉技能,,毒,毒沼,2,物攻,80
NO247,裘力,血脉技能,,水,泡沫,1,物攻,60
NO247,裘力,血脉技能,,翼,鹰爪,1,物攻,60
NO247,裘力,可学技能石,,普通,先发制人,2,物攻,55
NO247,裘力,可学技能石,,普通,复写,0,状态,0
NO247,裘力,可学技能石,,武,崩拳,2,物攻,65
NO247,裘力,可学技能石,,普通,应激反应,2,状态,0
NO247,裘力,可学技能石,,电,强制重启,3,魔攻,90
NO247,裘力,可学技能石,,恶,掠夺,1,魔攻,60
NO247,裘力,可学技能石,,普通,晒太阳,1,状态,0
NO247,裘力,可学技能石,,恶,暗突袭,4,物攻,70
NO247,裘力,可学技能石,,恶,欺诈契约,3,状态,0
NO247,裘力,可学技能石,,武,气波,0,魔攻,40
NO247,裘力,可学技能石,,电,电弧,3,物攻,80
NO247,裘力,可学技能石,,普通,聒噪,3,状态,0
NO247,裘力,可学技能石,,电,超导,3,魔攻,95
NO247,裘力,可学技能石,,电,闪击折返,5,物攻,45
NO247,裘力,可学技能石,,普通,阻断,2,魔攻,80
NO247,裘力,可学技能石,,恶,魔爪,0,物攻,30
NO248,裘卡,精灵技能,LV1,毒,毒泡泡,0,魔攻,40
NO248,裘卡,精灵技能,LV1,毒,以毒攻毒,1,状态,0
NO248,裘卡,精灵技能,LV1,普通,防御,1,防御,0
NO248,裘卡,精灵技能,LV5,普通,旋转突击,3,物攻,35
NO248,裘卡,精灵技能,LV8,毒,毒孢子,3,状态,0
NO248,裘卡,精灵技能,LV11,毒,连续毒针,2,物攻,15
NO248,裘卡,精灵技能,LV21,毒,腐化,1,状态,0
NO248,裘卡,精灵技能,LV29,毒,瘴气喷射,3,魔攻,100
NO248,裘卡,精灵技能,LV30,毒,疫病吐息,3,状态,0
NO248,裘卡,精灵技能,LV35,普通,能量炮,3,魔攻,50
NO248,裘卡,精灵技能,LV36,普通,热身运动,2,状态,0
NO248,裘卡,精灵技能,LV37,毒,毒液渗透,5,魔攻,120
NO248,裘卡,精灵技能,LV40,毒,剧毒,2,状态,0
NO248,裘卡,精灵技能,LV41,毒,感染病,4,魔攻,85
NO248,裘卡,精灵技能,LV46,毒,毒囊,2,物攻,25
NO248,裘卡,血脉技能,,普通,拍击,1,魔攻,65
NO248,裘卡,血脉技能,,恶,诋毁,2,物攻,80
NO248,裘卡,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO248,裘卡,血脉技能,,电,球状闪电,1,物攻,60
NO248,裘卡,血脉技能,,武,缠丝劲,1,物攻,25
NO248,裘卡,血脉技能,,火,火焰冲锋,1,物攻,60
NO248,裘卡,血脉技能,,幽,幻象,1,物攻,60
NO248,裘卡,血脉技能,,草,花香,1,魔攻,60
NO248,裘卡,血脉技能,,冰,冷风,1,魔攻,60
NO248,裘卡,血脉技能,,虫,噬心,1,物攻,60
NO248,裘卡,血脉技能,,光,虹光冲击,3,魔攻,100
NO248,裘卡,血脉技能,,机械,离子震荡,3,魔攻,90
NO248,裘卡,血脉技能,,萌,魅惑,1,魔攻,60
NO248,裘卡,血脉技能,,幻,星云漩涡,1,物攻,60
NO248,裘卡,血脉技能,,地,扬沙,1,物攻,60
NO248,裘卡,血脉技能,,毒,毒沼,2,物攻,80
NO248,裘卡,血脉技能,,水,泡沫,1,物攻,60
NO248,裘卡,血脉技能,,翼,鹰爪,1,物攻,60
NO248,裘卡,可学技能石,,普通,先发制人,2,物攻,55
NO248,裘卡,可学技能石,,普通,复写,0,状态,0
NO248,裘卡,可学技能石,,武,崩拳,2,物攻,65
NO248,裘卡,可学技能石,,普通,应激反应,2,状态,0
NO248,裘卡,可学技能石,,电,强制重启,3,魔攻,90
NO248,裘卡,可学技能石,,恶,掠夺,1,魔攻,60
NO248,裘卡,可学技能石,,普通,晒太阳,1,状态,0
NO248,裘卡,可学技能石,,恶,暗突袭,4,物攻,70
NO248,裘卡,可学技能石,,恶,欺诈契约,3,状态,0
NO248,裘卡,可学技能石,,武,气波,0,魔攻,40
NO248,裘卡,可学技能石,,电,电弧,3,物攻,80
NO248,裘卡,可学技能石,,普通,聒噪,3,状态,0
NO248,裘卡,可学技能石,,电,超导,3,魔攻,95
NO248,裘卡,可学技能石,,电,闪击折返,5,物攻,45
NO248,裘卡,可学技能石,,普通,阻断,2,魔攻,80
NO248,裘卡,可学技能石,,恶,魔爪,0,物攻,30
NO249,可爱猿,精灵技能,LV1,普通,力量增效,1,状态,0
NO249,可爱猿,精灵技能,LV1,火,炎息,0,物攻,40
NO249,可爱猿,精灵技能,LV5,火,吹火,1,物攻,50
NO249,可爱猿,精灵技能,LV11,普通,防御,1,防御,0
NO249,可爱猿,精灵技能,LV16,火,焚烧烙印,3,状态,0
NO249,可爱猿,精灵技能,LV26,普通,先发制人,2,物攻,55
NO249,可爱猿,精灵技能,LV29,火,怒火,1,状态,0
NO249,可爱猿,精灵技能,LV30,火,灼伤,4,物攻,120
NO249,可爱猿,精灵技能,LV35,火,充分燃烧,3,状态,0
NO249,可爱猿,精灵技能,LV36,火,火云车,5,物攻,140
NO249,可爱猿,精灵技能,LV39,火,热身,1,状态,0
NO249,可爱猿,精灵技能,LV40,火,闪燃,1,物攻,40
NO249,可爱猿,精灵技能,LV50,火,持续高温,2,魔攻,70
NO249,可爱猿,血脉技能,,普通,星星撞击,2,魔攻,90
NO249,可爱猿,血脉技能,,恶,恶能量,1,物攻,60
NO249,可爱猿,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO249,可爱猿,血脉技能,,电,球状闪电,1,物攻,60
NO249,可爱猿,血脉技能,,武,缠丝劲,1,物攻,25
NO249,可爱猿,血脉技能,,火,火焰箭,2,物攻,80
NO249,可爱猿,血脉技能,,幽,灵媒,3,魔攻,100
NO249,可爱猿,血脉技能,,草,花香,1,魔攻,60
NO249,可爱猿,血脉技能,,冰,冰爪,2,物攻,80
NO249,可爱猿,血脉技能,,虫,噬心,1,物攻,60
NO249,可爱猿,血脉技能,,光,透射,1,物攻,60
NO249,可爱猿,血脉技能,,机械,械斗,1,物攻,45
NO249,可爱猿,血脉技能,,萌,飞吻,2,魔攻,80
NO249,可爱猿,血脉技能,,幻,星云漩涡,1,物攻,60
NO249,可爱猿,血脉技能,,地,跺地,2,物攻,80
NO249,可爱猿,血脉技能,,毒,毒沼,2,物攻,80
NO249,可爱猿,血脉技能,,水,泡沫,1,物攻,60
NO249,可爱猿,血脉技能,,翼,风矢,2,物攻,80
NO249,可爱猿,可学技能石,,机械,主轴,2,物攻,75
NO249,可爱猿,可学技能石,,普通,倾泻,3,魔攻,70
NO249,可爱猿,可学技能石,,普通,偷袭,3,物攻,85
NO249,可爱猿,可学技能石,,普通,压扁,5,物攻,155
NO249,可爱猿,可学技能石,,普通,取念,0,状态,0
NO249,可爱猿,可学技能石,,地,地刺,3,物攻,95
NO249,可爱猿,可学技能石,,地,岩土暴击,8,物攻,140
NO249,可爱猿,可学技能石,,普通,当头棒喝,3,物攻,80
NO249,可爱猿,可学技能石,,普通,快速移动,1,状态,0
NO249,可爱猿,可学技能石,,普通,晒太阳,1,状态,0
NO249,可爱猿,可学技能石,,普通,有效预防,1,防御,0
NO249,可爱猿,可学技能石,,萌,爆米花爆破,5,物攻,140
NO249,可爱猿,可学技能石,,萌,生日蛋糕,4,状态,0
NO249,可爱猿,可学技能石,,萌,超级糖果,3,物攻,100
NO249,可爱猿,可学技能石,,普通,连续爪击,2,物攻,30
NO249,可爱猿,可学技能石,,地,钧势,3,状态,0
NO249,可爱猿,可学技能石,,地,鸣沙陷阱,4,物攻,60
NO250,炽热猿,精灵技能,LV1,普通,力量增效,1,状态,0
NO250,炽热猿,精灵技能,LV1,火,炎息,0,物攻,40
NO250,炽热猿,精灵技能,LV5,火,吹火,1,物攻,50
NO250,炽热猿,精灵技能,LV11,普通,防御,1,防御,0
NO250,炽热猿,精灵技能,LV16,火,焚烧烙印,3,状态,0
NO250,炽热猿,精灵技能,LV26,普通,先发制人,2,物攻,55
NO250,炽热猿,精灵技能,LV29,火,怒火,1,状态,0
NO250,炽热猿,精灵技能,LV30,火,灼伤,4,物攻,120
NO250,炽热猿,精灵技能,LV35,火,充分燃烧,3,状态,0
NO250,炽热猿,精灵技能,LV36,火,火云车,5,物攻,140
NO250,炽热猿,精灵技能,LV39,火,热身,1,状态,0
NO250,炽热猿,精灵技能,LV40,火,闪燃,1,物攻,40
NO250,炽热猿,精灵技能,LV50,火,持续高温,2,魔攻,70
NO250,炽热猿,血脉技能,,普通,星星撞击,2,魔攻,90
NO250,炽热猿,血脉技能,,恶,恶能量,1,物攻,60
NO250,炽热猿,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO250,炽热猿,血脉技能,,电,球状闪电,1,物攻,60
NO250,炽热猿,血脉技能,,武,缠丝劲,1,物攻,25
NO250,炽热猿,血脉技能,,火,火焰箭,2,物攻,80
NO250,炽热猿,血脉技能,,幽,灵媒,3,魔攻,100
NO250,炽热猿,血脉技能,,草,花香,1,魔攻,60
NO250,炽热猿,血脉技能,,冰,冰爪,2,物攻,80
NO250,炽热猿,血脉技能,,虫,噬心,1,物攻,60
NO250,炽热猿,血脉技能,,光,透射,1,物攻,60
NO250,炽热猿,血脉技能,,机械,械斗,1,物攻,45
NO250,炽热猿,血脉技能,,萌,飞吻,2,魔攻,80
NO250,炽热猿,血脉技能,,幻,星云漩涡,1,物攻,60
NO250,炽热猿,血脉技能,,地,跺地,2,物攻,80
NO250,炽热猿,血脉技能,,毒,毒沼,2,物攻,80
NO250,炽热猿,血脉技能,,水,泡沫,1,物攻,60
NO250,炽热猿,血脉技能,,翼,风矢,2,物攻,80
NO250,炽热猿,可学技能石,,机械,主轴,2,物攻,75
NO250,炽热猿,可学技能石,,普通,倾泻,3,魔攻,70
NO250,炽热猿,可学技能石,,普通,偷袭,3,物攻,85
NO250,炽热猿,可学技能石,,普通,压扁,5,物攻,155
NO250,炽热猿,可学技能石,,普通,取念,0,状态,0
NO250,炽热猿,可学技能石,,地,地刺,3,物攻,95
NO250,炽热猿,可学技能石,,地,岩土暴击,8,物攻,140
NO250,炽热猿,可学技能石,,普通,当头棒喝,3,物攻,80
NO250,炽热猿,可学技能石,,普通,快速移动,1,状态,0
NO250,炽热猿,可学技能石,,普通,晒太阳,1,状态,0
NO250,炽热猿,可学技能石,,普通,有效预防,1,防御,0
NO250,炽热猿,可学技能石,,萌,爆米花爆破,5,物攻,140
NO250,炽热猿,可学技能石,,萌,生日蛋糕,4,状态,0
NO250,炽热猿,可学技能石,,萌,超级糖果,3,物攻,100
NO250,炽热猿,可学技能石,,普通,连续爪击,2,物攻,30
NO250,炽热猿,可学技能石,,地,钧势,3,状态,0
NO250,炽热猿,可学技能石,,地,鸣沙陷阱,4,物攻,60
NO251,火焰猿,精灵技能,LV1,普通,力量增效,1,状态,0
NO251,火焰猿,精灵技能,LV1,火,炎息,0,物攻,40
NO251,火焰猿,精灵技能,LV5,火,吹火,1,物攻,50
NO251,火焰猿,精灵技能,LV11,普通,防御,1,防御,0
NO251,火焰猿,精灵技能,LV16,火,焚烧烙印,3,状态,0
NO251,火焰猿,精灵技能,LV26,普通,先发制人,2,物攻,55
NO251,火焰猿,精灵技能,LV29,火,怒火,1,状态,0
NO251,火焰猿,精灵技能,LV30,火,灼伤,4,物攻,120
NO251,火焰猿,精灵技能,LV35,火,充分燃烧,3,状态,0
NO251,火焰猿,精灵技能,LV36,火,火云车,5,物攻,140
NO251,火焰猿,精灵技能,LV39,火,热身,1,状态,0
NO251,火焰猿,精灵技能,LV40,火,闪燃,1,物攻,40
NO251,火焰猿,精灵技能,LV50,火,持续高温,2,魔攻,70
NO251,火焰猿,血脉技能,,普通,星星撞击,2,魔攻,90
NO251,火焰猿,血脉技能,,恶,恶能量,1,物攻,60
NO251,火焰猿,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO251,火焰猿,血脉技能,,电,球状闪电,1,物攻,60
NO251,火焰猿,血脉技能,,武,缠丝劲,1,物攻,25
NO251,火焰猿,血脉技能,,火,火焰箭,2,物攻,80
NO251,火焰猿,血脉技能,,幽,灵媒,3,魔攻,100
NO251,火焰猿,血脉技能,,草,花香,1,魔攻,60
NO251,火焰猿,血脉技能,,冰,冰爪,2,物攻,80
NO251,火焰猿,血脉技能,,虫,噬心,1,物攻,60
NO251,火焰猿,血脉技能,,光,透射,1,物攻,60
NO251,火焰猿,血脉技能,,机械,械斗,1,物攻,45
NO251,火焰猿,血脉技能,,萌,飞吻,2,魔攻,80
NO251,火焰猿,血脉技能,,幻,星云漩涡,1,物攻,60
NO251,火焰猿,血脉技能,,地,跺地,2,物攻,80
NO251,火焰猿,血脉技能,,毒,毒沼,2,物攻,80
NO251,火焰猿,血脉技能,,水,泡沫,1,物攻,60
NO251,火焰猿,血脉技能,,翼,风矢,2,物攻,80
NO251,火焰猿,可学技能石,,机械,主轴,2,物攻,75
NO251,火焰猿,可学技能石,,普通,倾泻,3,魔攻,70
NO251,火焰猿,可学技能石,,普通,偷袭,3,物攻,85
NO251,火焰猿,可学技能石,,普通,压扁,5,物攻,155
NO251,火焰猿,可学技能石,,普通,取念,0,状态,0
NO251,火焰猿,可学技能石,,地,地刺,3,物攻,95
NO251,火焰猿,可学技能石,,地,岩土暴击,8,物攻,140
NO251,火焰猿,可学技能石,,普通,当头棒喝,3,物攻,80
NO251,火焰猿,可学技能石,,普通,快速移动,1,状态,0
NO251,火焰猿,可学技能石,,普通,晒太阳,1,状态,0
NO251,火焰猿,可学技能石,,普通,有效预防,1,防御,0
NO251,火焰猿,可学技能石,,萌,爆米花爆破,5,物攻,140
NO251,火焰猿,可学技能石,,萌,生日蛋糕,4,状态,0
NO251,火焰猿,可学技能石,,萌,超级糖果,3,物攻,100
NO251,火焰猿,可学技能石,,普通,连续爪击,2,物攻,30
NO251,火焰猿,可学技能石,,地,钧势,3,状态,0
NO251,火焰猿,可学技能石,,地,鸣沙陷阱,4,物攻,60
NO252,布鲁斯,精灵技能,LV1,冰,冰爪,2,物攻,80
NO252,布鲁斯,精灵技能,LV1,冰,霜降,1,状态,0
NO252,布鲁斯,精灵技能,LV9,普通,先发制人,2,物攻,55
NO252,布鲁斯,精灵技能,LV11,普通,防御,1,防御,0
NO252,布鲁斯,精灵技能,LV21,普通,力量增效,1,状态,0
NO252,布鲁斯,精灵技能,LV23,冰,丢冰块,3,物攻,90
NO252,布鲁斯,精灵技能,LV26,冰,冰捆缚,3,状态,0
NO252,布鲁斯,精灵技能,LV33,冰,暴风雪,3,物攻,85
NO252,布鲁斯,精灵技能,LV35,冰,速冻,4,状态,0
NO252,布鲁斯,精灵技能,LV38,冰,冰晶坠,4,物攻,90
NO252,布鲁斯,精灵技能,LV48,冰,瞬间零度,0,状态,0
NO252,布鲁斯,精灵技能,LV49,冰,滚雪球,3,物攻,55
NO252,布鲁斯,精灵技能,LV50,冰,冰雹,4,物攻,105
NO252,布鲁斯,血脉技能,,普通,猛烈撞击,1,物攻,65
NO252,布鲁斯,血脉技能,,恶,恶能量,1,物攻,60
NO252,布鲁斯,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO252,布鲁斯,血脉技能,,电,球状闪电,1,物攻,60
NO252,布鲁斯,血脉技能,,武,缠丝劲,1,物攻,25
NO252,布鲁斯,血脉技能,,火,火焰冲锋,1,物攻,60
NO252,布鲁斯,血脉技能,,幽,灵媒,3,魔攻,100
NO252,布鲁斯,血脉技能,,草,花香,1,魔攻,60
NO252,布鲁斯,血脉技能,,冰,冷风,1,魔攻,60
NO252,布鲁斯,血脉技能,,虫,噬心,1,物攻,60
NO252,布鲁斯,血脉技能,,光,透射,1,物攻,60
NO252,布鲁斯,血脉技能,,机械,械斗,1,物攻,45
NO252,布鲁斯,血脉技能,,萌,碰爪,1,物攻,60
NO252,布鲁斯,血脉技能,,幻,星云漩涡,1,物攻,60
NO252,布鲁斯,血脉技能,,地,跺地,2,物攻,80
NO252,布鲁斯,血脉技能,,毒,毒沼,2,物攻,80
NO252,布鲁斯,血脉技能,,水,泡沫,1,物攻,60
NO252,布鲁斯,血脉技能,,翼,风矢,2,物攻,80
NO252,布鲁斯,可学技能石,,机械,主轴,2,物攻,75
NO252,布鲁斯,可学技能石,,普通,倾泻,3,魔攻,70
NO252,布鲁斯,可学技能石,,普通,偷袭,3,物攻,85
NO252,布鲁斯,可学技能石,,恶,力量吞噬,4,状态,0
NO252,布鲁斯,可学技能石,,普通,取念,0,状态,0
NO252,布鲁斯,可学技能石,,恶,撕咬,3,物攻,30
NO252,布鲁斯,可学技能石,,普通,晒太阳,1,状态,0
NO252,布鲁斯,可学技能石,,恶,暗突袭,4,物攻,70
NO252,布鲁斯,可学技能石,,普通,有效预防,1,防御,0
NO252,布鲁斯,可学技能石,,普通,热身运动,2,状态,0
NO252,布鲁斯,可学技能石,,普通,精神扰乱,0,状态,0
NO252,布鲁斯,可学技能石,,地,落石,1,物攻,55
NO252,布鲁斯,可学技能石,,普通,连续爪击,2,物攻,30
NO252,布鲁斯,可学技能石,,恶,迫害,0,物攻,40
